"ip","app","device","os","channel","is_attributed","hour","minute","second"
119413,12,1,43,259,0,11,34,36
12450,9,1,14,334,0,0,47,15
30831,9,1,13,442,0,7,9,22
55426,14,1,19,416,0,1,43,17
156961,3,1,32,442,0,4,22,58
44590,2,1,15,205,0,12,20,29
30739,3,1,19,452,0,16,43,25
200358,3,1,18,280,0,1,52,4
49602,9,1,13,442,0,23,39,35
151547,13,1,37,477,0,12,49,24
31133,14,1,19,349,0,5,47,40
60793,11,1,13,173,0,23,7,1
79014,3,1,19,115,0,2,17,22
12134,12,1,13,265,0,11,33,40
213012,3,1,19,280,0,7,24,30
77523,1,1,13,153,0,13,43,44
85188,12,1,19,178,0,22,48,37
296233,18,1,16,107,0,11,5,17
52043,3,1,49,424,0,9,31,8
64206,14,1,80,134,0,2,21,40
208194,14,1,19,480,0,1,54,8
64381,15,1,22,245,0,17,6,49
69056,14,1,19,489,0,12,18,40
90739,25,1,13,259,0,6,24,41
75426,23,1,26,153,0,5,13,10
74810,11,1,8,219,0,4,16,8
90920,2,1,15,237,0,3,20,53
5348,12,2,13,178,0,11,25,57
48679,12,1,22,265,0,15,1,18
339172,3,1,19,280,0,7,21,55
227330,9,1,13,127,0,15,12,9
42596,3,1,17,480,0,14,54,45
33008,12,1,13,245,0,21,47,20
184271,23,1,27,153,0,9,2,36
69960,3,1,13,280,0,7,0,28
4710,8,1,13,145,0,7,8,53
19752,24,1,13,178,0,15,26,41
79892,18,1,19,121,0,7,16,59
182127,15,1,25,386,0,0,56,13
174860,2,1,19,219,0,3,6,5
105475,8,1,41,145,0,18,48,38
8863,18,1,28,107,0,21,18,12
116718,3,1,13,211,0,11,39,3
262974,2,1,19,477,0,17,5,25
201906,12,1,19,205,0,14,10,50
30739,2,1,19,469,0,8,59,9
103978,3,1,16,280,0,0,28,28
113700,3,1,8,317,0,9,0,50
197177,24,2,13,105,0,17,18,33
5348,26,1,41,477,0,6,50,24
187857,15,1,17,315,0,4,9,51
67409,3,1,22,489,0,3,56,42
100393,2,1,52,452,0,12,48,59
114276,9,1,19,489,0,13,13,30
309986,3,1,19,280,0,1,46,48
104094,2,1,19,377,0,3,38,32
134258,14,1,19,134,0,7,33,14
48212,3,1,53,137,0,9,20,31
211579,18,1,13,134,0,13,24,51
105140,2,1,41,364,0,16,59,8
37556,3,1,13,489,0,7,10,47
5314,12,1,19,178,0,2,49,54
5348,8,1,13,145,0,9,40,26
90509,3,1,10,280,0,0,26,57
108946,1,1,9,17,0,6,27,33
15727,18,1,19,134,0,14,0,0
52043,18,1,19,107,0,9,22,18
19234,12,1,55,205,0,18,18,43
298065,12,1,19,328,0,12,20,9
95312,1,1,10,134,0,17,51,3
22804,9,1,19,127,0,20,23,54
158889,20,1,19,259,0,16,20,58
109393,18,1,13,107,0,15,22,3
63642,18,1,19,107,0,19,58,46
211310,15,1,13,140,0,13,10,45
52678,12,1,18,178,0,10,15,23
45023,3,1,13,173,0,0,56,14
73144,15,1,9,265,0,22,37,23
96001,12,1,37,265,0,13,53,37
81501,15,1,17,430,0,2,46,38
73671,14,1,4,439,0,14,22,20
122361,13,1,19,477,0,21,55,42
206589,1,1,35,153,0,10,18,37
5348,12,1,19,205,0,14,3,7
5348,14,1,53,379,0,18,41,20
69819,12,1,13,178,0,10,36,12
202993,26,1,19,121,0,2,24,29
59142,3,1,19,489,0,3,8,25
7477,9,1,20,127,0,9,50,35
145747,12,1,19,265,0,6,14,18
77796,24,1,19,105,0,10,57,34
5341,23,1,18,153,0,1,25,37
105154,12,1,31,205,0,11,45,53
15444,3,1,13,211,0,10,16,29
138561,18,1,15,439,0,16,31,18
111414,9,1,19,466,0,8,3,3
102302,3,1,41,280,0,4,2,26
105392,13,1,13,477,0,0,5,25
76855,18,1,23,107,0,15,26,34
121425,23,1,20,153,0,1,36,40
105654,18,2,5,449,0,2,23,11
66184,3,1,17,173,0,2,32,44
77081,3,1,22,466,0,5,54,53
119349,9,1,19,127,0,14,23,16
23203,9,1,12,232,0,2,40,43
7243,15,1,16,245,0,7,20,53
4727,2,1,37,219,0,4,15,26
63251,14,1,19,489,0,11,0,11
77048,3,1,13,402,0,22,54,1
305423,3,1,18,135,0,13,40,12
129856,22,1,6,116,0,12,45,43
27999,23,1,19,153,0,6,24,23
109480,64,1,18,459,0,9,48,40
47937,2,1,28,435,0,4,55,0
100042,3,1,19,280,0,3,57,7
5314,20,1,19,259,0,17,50,10
125292,5,1,20,377,0,4,38,37
43113,18,3032,607,107,0,22,9,42
103337,12,2,13,178,0,12,11,14
30614,9,1,19,244,0,10,42,56
57911,25,1,19,259,0,9,55,54
12558,8,1,19,145,0,4,23,43
5314,9,1,19,445,0,14,12,56
118648,2,1,53,477,0,5,0,10
48587,2,1,22,237,0,7,58,54
202230,18,1,7,439,0,12,37,2
124485,1,1,37,13,0,2,58,32
5314,3,1,18,211,0,13,44,33
17342,2,1,19,122,0,17,5,44
93934,2,1,19,237,0,1,30,56
26995,2,1,6,477,0,10,52,38
35380,3,1,25,280,0,10,18,11
93587,12,1,18,265,0,7,29,14
64459,11,1,13,122,0,6,14,26
39421,1,1,19,137,0,4,57,13
143839,3,1,13,466,0,8,48,9
5019,1,2,27,153,0,23,0,59
85134,12,1,19,140,0,4,58,35
75895,1,1,47,115,0,5,47,13
101919,14,1,25,113,0,2,41,35
15572,18,1,19,121,0,3,55,50
55059,15,1,19,265,0,13,17,25
124409,3,1,13,280,0,1,25,48
104856,15,1,19,245,0,20,3,18
18049,2,1,19,219,0,14,27,23
120973,2,1,13,122,0,14,9,24
48030,12,1,13,259,0,16,33,25
96827,1,1,15,134,0,1,17,16
109283,32,1,19,376,0,10,21,50
72936,13,1,13,400,0,14,40,26
362878,3,1,10,280,0,7,57,43
24311,13,1,19,477,0,6,1,4
37703,3,1,13,280,0,0,51,11
6517,3,1,44,211,0,6,13,40
177070,11,1,18,325,0,8,19,27
85065,15,1,23,245,0,16,54,9
121277,3,1,19,280,0,1,23,59
110314,9,1,19,134,0,22,19,8
141540,3,1,18,442,0,14,0,54
52151,3,1,31,280,0,4,36,31
48836,14,1,19,442,0,10,7,15
182693,2,1,27,219,0,9,42,15
18787,2,1,13,236,0,2,11,41
117006,14,1,17,208,0,1,31,9
79857,3,1,17,135,0,16,6,3
69469,93,1,13,371,0,2,36,37
44744,14,1,19,379,0,6,3,14
97300,20,1,13,259,0,19,45,44
89861,8,1,13,145,0,16,21,41
61949,19,2429,24,213,0,8,2,25
45478,3,1,19,115,0,16,34,34
39756,2,1,13,205,0,7,43,44
5314,22,1,19,116,0,9,29,22
17159,2,1,16,477,0,11,4,58
1176,1,1,13,125,0,0,32,11
68681,9,1,19,258,0,2,37,11
84007,12,1,25,140,0,4,18,5
207010,17,1,23,280,0,15,27,24
24875,12,1,18,265,0,0,23,31
29374,11,1,19,319,0,15,2,6
67450,12,1,17,245,0,23,10,32
36183,2,1,19,205,0,4,17,38
42139,12,1,19,178,0,14,43,22
47337,9,1,41,244,0,11,10,30
6462,3,1,16,442,0,10,55,48
79666,15,1,18,245,0,4,10,23
119760,9,1,11,127,0,15,40,47
44725,7,1,13,101,0,10,14,20
54972,2,1,19,237,0,5,41,30
44304,2,1,1,122,0,6,57,41
15382,9,1,13,466,0,8,43,54
53454,2,1,13,435,0,19,20,20
103177,12,2,13,178,0,9,42,54
222847,3,1,17,480,0,21,56,4
81606,18,1,22,107,0,1,14,24
269733,14,1,22,118,0,14,12,12
52024,12,2,43,265,0,13,14,6
155518,12,1,19,178,0,3,52,41
97684,15,1,13,138,0,11,37,22
3355,12,1,6,277,0,0,57,57
163425,2,1,13,435,0,6,59,30
32305,3,1,19,466,0,16,25,32
105475,15,1,37,386,0,10,13,11
87635,21,1,19,128,0,0,15,16
119369,3,1,13,280,0,15,54,39
29646,12,1,13,328,0,11,50,17
35971,18,1,26,121,0,10,23,16
102554,9,1,13,258,0,14,44,18
97347,12,1,13,245,0,9,18,37
66957,3,2,36,280,0,2,59,50
100084,12,1,19,265,0,1,11,45
53715,29,1,18,343,0,4,40,14
72538,18,1,26,121,0,7,31,4
228958,21,1,19,128,0,14,39,0
146150,12,1,13,245,0,7,2,59
6375,12,2,42,326,0,11,51,19
162556,3,1,10,379,0,0,23,36
26406,18,1,40,107,0,0,25,22
213329,15,1,6,245,0,5,39,14
11645,9,1,13,215,0,3,4,21
72222,3,1,13,205,0,5,22,12
41508,13,1,13,469,0,17,10,29
42301,15,1,10,245,0,16,41,32
55439,21,1,37,128,0,2,35,26
27879,2,1,19,452,0,7,25,58
109543,15,1,25,379,0,0,58,10
53479,15,1,19,245,0,3,46,52
190728,9,1,13,489,0,12,5,28
59762,12,1,17,259,0,4,12,10
89113,23,1,6,153,0,11,6,50
263500,14,1,22,480,0,7,13,56
166046,21,1,14,128,0,1,50,30
69145,9,1,19,334,0,23,31,39
106568,18,1,11,121,0,16,31,41
143358,9,1,8,258,0,13,16,13
117611,20,1,13,259,0,1,25,28
60612,3,1,13,19,0,7,32,48
100275,12,1,13,497,0,1,55,54
76718,12,1,17,340,0,12,31,2
55145,23,1,37,153,0,4,26,41
43793,6,1,19,459,0,5,51,53
69096,15,1,22,245,0,10,23,30
1108,13,1,25,400,0,8,48,7
122432,18,1,18,107,0,7,33,59
488,15,1,12,430,0,17,34,48
106360,17,1,17,280,0,3,51,27
82816,1,1,30,137,0,14,41,25
72214,12,1,13,178,0,9,34,16
99872,9,1,10,466,0,4,22,58
79300,8,1,13,145,0,8,2,52
29377,15,1,19,3,0,17,14,17
121384,1,1,6,349,0,11,24,9
123871,9,1,19,334,0,6,7,46
122679,18,3032,607,107,0,14,49,18
114509,15,1,10,480,0,0,4,13
41666,6,1,22,459,0,14,28,51
255854,12,1,19,245,0,10,28,56
60215,2,1,19,205,0,14,54,54
68445,12,1,22,140,0,3,6,58
36889,8,1,13,140,0,10,58,6
86056,11,1,19,122,0,3,54,55
55614,9,1,48,466,0,10,10,48
191880,23,1,28,153,0,23,18,54
33738,27,2,13,153,0,12,47,1
4375,2,1,36,377,0,8,29,23
42248,23,1,40,153,0,7,20,53
211900,15,1,27,412,0,13,47,25
100412,3,1,18,280,0,1,56,49
80188,9,1,9,234,0,4,19,23
75644,9,1,13,244,0,13,26,40
293933,24,1,23,105,0,16,32,26
123952,14,1,22,134,0,11,1,21
1890,12,1,17,265,0,13,47,3
72028,18,1,13,107,0,14,11,46
64543,15,1,20,412,0,5,2,54
34738,23,1,10,153,0,13,59,19
106241,32,1,19,376,0,7,13,2
146600,3,1,13,280,0,4,1,57
19743,2,1,11,212,0,9,9,36
103453,7,1,19,101,0,7,7,13
159581,64,1,23,459,0,6,28,51
38227,15,1,19,140,0,15,20,51
166130,3,1,27,280,0,2,23,24
269163,14,1,19,134,0,22,52,4
44042,12,1,19,328,0,19,15,36
221719,12,1,22,219,0,18,15,37
80527,15,1,19,140,0,2,40,58
231095,9,2,9,215,0,3,37,44
177059,5,1,13,377,0,1,9,53
73821,14,1,13,439,0,5,24,12
100971,9,2,13,215,0,11,20,6
80375,14,1,13,442,0,1,39,16
39135,21,1,13,128,0,2,34,3
18922,3,1,23,280,0,7,27,22
91117,12,1,13,328,0,2,40,43
6853,2,1,19,477,0,9,1,9
3339,12,1,13,178,0,0,46,31
96044,12,1,12,242,0,4,52,36
5147,11,1,19,469,0,7,51,14
118315,2,1,19,469,0,23,16,35
38376,14,1,13,134,0,7,54,12
22170,18,1,1,107,0,1,3,42
2306,3,1,18,280,0,11,5,17
88283,21,1,37,232,0,10,4,43
72951,3,1,13,280,0,13,20,49
105560,15,1,13,245,0,8,17,57
85159,3,1,19,489,0,9,16,24
1494,15,1,19,130,0,21,26,18
82012,6,1,13,125,0,18,34,15
2153,21,1,9,232,0,13,41,11
95585,17,1,47,280,0,16,50,21
64454,3,1,6,371,0,0,50,57
7158,9,1,19,258,0,0,2,36
20602,20,1,1,478,0,13,33,4
116696,18,1,13,121,0,6,16,12
42038,1,1,19,150,0,19,16,59
156753,13,1,13,477,0,2,57,23
59125,2,1,22,477,0,0,34,25
28142,12,1,15,245,0,3,50,15
173404,23,1,17,153,0,9,22,59
24932,3,1,19,115,0,7,27,26
34052,3,1,14,421,0,2,16,11
106770,3,1,19,480,0,8,49,18
275583,21,1,3,128,0,9,32,9
18864,18,1,27,107,0,4,7,2
58011,3,1,19,211,0,6,10,0
153595,2,1,19,469,0,8,31,28
33798,3,1,41,442,0,8,25,37
69503,3,1,16,489,0,9,35,43
101772,8,1,13,145,0,0,56,42
59303,2,2,65,205,0,11,55,25
146001,3,1,13,115,0,16,17,25
78600,12,1,19,340,0,10,28,43
37892,15,1,19,265,0,18,20,50
111438,8,1,19,140,0,12,38,26
61715,15,1,36,315,0,14,11,43
122242,18,1,30,134,0,15,25,35
112594,14,1,19,123,0,3,4,39
142726,21,1,20,128,0,21,42,16
96037,9,1,19,215,0,7,15,10
173141,21,2,17,128,0,1,35,55
108942,18,1,19,107,0,12,54,37
137397,2,1,14,364,0,23,32,29
23589,3,1,14,280,0,9,36,13
100042,12,1,17,178,0,12,54,22
191310,14,1,6,463,0,5,7,19
100971,11,1,10,481,0,5,39,11
133558,2,1,13,477,0,6,46,20
112442,2,1,13,477,0,6,19,19
107100,15,1,13,265,0,11,46,24
186951,9,1,8,334,0,8,37,34
105560,11,1,30,219,0,11,36,0
100971,2,1,12,477,0,6,36,3
181849,13,1,19,477,0,18,49,8
3288,18,1,8,107,0,13,49,51
113907,12,1,19,205,0,3,32,57
39639,3,1,19,137,0,17,57,26
200360,21,1,37,128,0,3,50,44
92712,13,1,19,477,0,2,29,19
121472,151,0,38,347,0,13,11,4
41200,23,1,13,153,0,14,27,3
46669,9,1,13,234,0,21,28,32
198489,9,1,17,466,0,12,1,20
3875,12,1,25,265,0,2,23,3
20242,3,1,9,489,0,16,8,27
121277,2,1,19,237,0,7,17,12
115458,64,1,27,459,0,19,21,35
73487,3,1,19,115,0,22,54,34
18473,12,1,13,242,0,14,55,56
21362,13,1,8,477,0,8,43,17
46323,18,1,13,379,0,15,15,34
60258,23,1,13,153,0,10,38,36
17263,3,1,18,442,0,1,58,44
32976,3,1,19,489,0,14,38,16
100840,18,1,748,107,0,8,56,56
24008,15,1,13,379,0,9,53,12
59659,15,1,35,245,0,16,5,50
73516,12,1,16,340,0,7,9,29
12313,20,2,15,259,0,15,7,4
47382,9,1,19,244,0,8,4,34
188972,3,1,13,280,0,0,8,18
124635,10,1,13,317,0,23,29,52
360298,15,1,20,140,0,7,1,57
12529,12,1,23,178,0,12,49,13
109680,15,1,16,245,0,16,52,39
59952,15,1,41,111,0,11,52,8
3239,26,1,25,477,0,17,32,53
123739,14,1,16,134,0,13,49,31
111008,3,1,17,205,0,17,35,2
160155,29,1,19,101,1,7,30,54
191275,3,1,25,452,0,2,12,12
30677,9,1,17,258,0,6,25,38
29804,9,1,10,134,0,13,15,50
135740,3,1,13,115,0,6,4,20
88914,3,1,18,480,0,9,39,11
144132,18,1,15,107,0,2,53,22
114759,15,1,2,315,0,8,39,44
18851,15,1,22,130,0,22,1,12
68453,3,1,19,480,0,13,38,36
125100,13,1,20,477,0,1,40,4
47664,15,1,19,153,0,9,2,39
49602,12,2,65,265,0,6,51,19
25679,2,1,13,205,0,1,3,12
24008,12,1,18,259,0,5,55,43
81895,8,1,13,145,0,9,49,8
124842,3,1,17,280,0,13,55,59
28091,9,1,6,134,0,3,21,40
31356,13,1,13,469,0,1,40,15
124032,3,1,8,280,0,8,11,26
80428,20,1,27,259,0,2,34,42
109062,3,1,13,280,0,7,3,13
176723,3,1,35,19,0,8,54,51
87795,9,1,19,127,0,23,38,33
253528,19,50,0,213,0,11,15,5
76697,15,1,18,379,0,9,39,46
89084,15,1,19,130,0,14,41,52
90469,9,1,13,127,0,15,12,4
30173,3,1,13,480,0,23,44,12
333418,2,1,25,477,0,14,37,17
26888,15,1,19,153,0,2,35,11
156728,26,1,13,121,0,22,34,43
5348,11,1,13,481,0,15,55,26
114655,27,1,10,122,0,13,45,36
124384,9,1,19,466,0,11,53,12
3994,15,1,58,140,0,19,3,42
8499,18,1,13,107,0,23,7,58
66596,25,1,13,259,0,18,21,23
76056,3,1,6,379,0,15,13,2
287997,19,0,0,347,0,2,28,17
103175,14,1,3,401,0,22,24,55
148540,2,1,19,377,0,11,56,27
161641,15,1,22,265,0,2,33,1
18039,14,1,20,489,0,4,20,5
81571,9,1,17,107,0,1,55,2
125844,24,1,19,105,0,10,0,41
92575,14,1,27,463,0,13,24,54
22006,3,1,13,130,0,15,26,38
118252,26,1,19,121,0,10,30,8
19454,3,2,13,280,0,6,27,48
92183,14,1,19,489,0,12,27,47
52798,9,1,13,107,0,15,30,55
973,12,1,19,178,0,13,39,17
203231,2,1,6,477,0,16,0,54
192885,2,1,13,364,0,14,56,9
208778,3,1,13,280,0,4,11,13
39889,2,1,13,477,0,16,21,9
27838,15,1,47,130,0,13,31,27
50218,6,1,17,459,0,10,0,43
5262,15,1,19,245,0,5,15,33
25614,2,2,13,205,0,21,41,35
52981,3,1,13,211,0,16,8,19
45265,2,2,17,205,0,17,16,5
76743,2,1,22,435,0,19,56,18
350988,15,1,37,130,0,0,54,39
58476,3,1,8,280,0,6,6,57
109735,13,1,2,400,0,12,20,35
113563,3,1,13,173,0,15,22,50
201800,14,1,19,401,0,6,39,18
212757,17,1,32,280,0,4,26,14
136100,18,1,13,134,0,11,16,40
5564,12,1,22,140,0,16,33,11
106887,21,1,19,232,0,10,18,13
296359,11,1,19,122,0,2,37,13
72304,36,1,8,373,0,6,35,55
16481,3,1,19,280,0,4,2,35
114499,12,1,6,245,0,11,33,37
91376,15,1,16,3,0,4,33,52
35840,15,1,13,265,0,23,30,55
120215,18,1,13,439,0,6,18,17
121362,9,1,17,127,0,15,37,16
116041,21,1,27,128,0,5,4,53
78472,15,1,19,265,0,22,2,42
111708,2,1,22,205,0,18,52,18
82869,9,1,19,215,0,13,5,10
250508,15,2,30,245,0,14,55,20
67868,3,1,15,409,0,5,1,21
18204,107,1,19,171,1,2,4,55
34057,8,1,17,145,0,4,31,15
29961,3,1,19,280,0,11,2,25
93845,12,1,6,328,0,16,32,23
162367,15,1,17,315,0,9,53,56
42311,3,1,13,135,0,23,59,53
68891,12,1,1,105,0,10,4,27
113700,18,1,17,107,0,13,42,3
207241,3,1,37,424,0,4,57,26
157677,64,1,20,459,0,1,30,3
641,26,1,43,121,0,7,26,59
22189,2,1,13,364,0,16,28,25
190596,12,1,19,205,0,1,32,53
110142,3,1,19,280,0,16,32,32
100698,1,1,3,134,0,23,58,52
111159,3,1,9,280,0,9,58,58
50371,3,1,8,280,0,2,19,34
83280,25,1,17,259,0,16,15,3
174665,20,1,10,259,0,16,4,46
48451,9,1,30,145,0,11,24,29
28082,13,1,18,477,0,15,22,22
79941,12,1,10,259,0,10,24,5
103183,13,1,9,400,0,11,59,34
60215,2,1,41,205,0,5,0,52
203341,3,1,8,115,0,14,4,1
116557,12,1,8,259,0,22,20,2
27259,12,1,3,328,0,5,47,56
99912,47,1,19,484,0,12,17,0
144046,3,1,16,280,0,8,1,8
38577,18,1,18,376,0,4,46,56
105549,11,1,1,137,0,4,0,23
112291,19,0,0,213,0,9,0,15
73234,2,1,12,212,0,4,56,23
62617,3,1,22,211,0,1,27,28
103147,15,1,19,140,0,7,26,39
22880,3,1,13,173,0,0,27,34
124307,28,1,22,135,0,22,4,44
32098,18,1,19,121,0,15,8,17
51992,1,1,15,377,0,8,51,34
300004,17,1,22,280,0,16,23,59
26930,11,1,19,487,0,10,37,7
137052,3,1,37,417,0,6,20,38
80808,3,1,13,280,0,1,39,46
79827,9,1,47,127,0,9,12,48
160385,3,1,13,205,0,15,20,14
8858,12,1,9,178,0,11,57,58
117021,18,1,47,107,0,7,37,54
25028,2,1,17,469,0,2,46,33
69577,18,1,17,439,0,0,57,18
212192,2,1,6,469,0,2,46,26
212485,28,1,19,135,0,4,34,3
5147,18,1,16,107,0,13,0,50
14782,2,1,19,205,0,12,44,50
72459,15,1,20,245,0,10,46,10
15027,18,1,19,107,0,11,3,35
55039,15,1,18,140,0,14,54,56
116210,3,1,13,280,0,8,55,37
310334,9,1,13,466,0,13,3,41
222080,15,1,19,315,0,10,52,35
78990,1,1,20,153,0,15,55,52
160385,9,1,17,215,0,9,14,55
40552,18,1,8,107,0,4,1,59
171351,12,1,37,205,0,8,53,43
6043,12,1,15,259,0,10,41,13
74515,21,1,35,128,0,11,58,15
80987,2,1,19,477,0,8,10,3
30564,12,2,37,259,0,14,42,11
50299,9,1,22,258,0,11,4,32
99773,15,1,19,130,0,5,38,6
48495,18,1,15,107,0,13,8,18
23322,9,1,19,466,0,5,16,46
26503,15,1,13,315,0,14,55,21
258563,1,1,18,134,0,4,13,15
5853,18,1,16,439,0,11,6,16
2844,18,1,10,107,0,2,31,1
175833,9,1,19,334,0,6,59,20
5314,12,1,13,205,0,13,41,7
144706,12,1,22,178,0,4,46,44
38300,14,1,19,463,0,10,1,20
98529,3,1,13,442,0,6,0,46
81896,18,1,13,379,0,9,3,18
98928,15,1,22,245,0,9,20,19
225683,2,1,19,469,0,13,47,34
93523,7,1,13,101,0,7,52,29
264609,15,1,13,386,0,13,1,4
71295,3,1,17,173,0,11,17,37
186145,18,1,37,121,0,5,33,41
103176,3,1,19,205,0,10,35,9
67400,9,2,17,258,0,9,50,7
76900,14,1,10,439,0,4,27,13
25237,3,1,13,480,0,11,16,52
122036,23,1,19,153,0,12,57,38
60725,1,1,13,124,0,20,10,53
106135,15,1,49,245,0,6,57,4
59176,2,1,19,477,0,7,4,48
98435,12,1,20,259,0,1,19,36
100275,9,1,15,244,0,14,7,13
63062,3,1,53,424,0,23,53,50
50374,21,1,19,128,0,10,56,41
93477,12,1,22,409,0,15,12,11
111739,13,1,13,400,0,13,8,39
109361,26,1,10,121,0,10,37,8
70690,13,1,19,477,0,6,57,10
2589,21,1,19,232,0,12,17,17
135827,1,1,15,134,0,13,31,14
49442,15,1,19,111,0,8,35,33
14050,64,1,14,459,0,4,42,52
102025,2,2,37,237,0,9,9,39
105388,15,1,36,386,0,14,20,12
38219,14,1,31,442,0,23,40,51
20592,28,1,13,135,0,6,2,38
48004,9,1,4,258,0,7,42,31
66258,7,2,43,101,0,13,41,49
193574,14,1,13,442,0,1,33,2
95870,14,1,13,463,0,12,52,17
8215,13,1,64,477,0,10,3,4
42270,13,1,18,477,0,15,20,0
76056,2,2,16,477,0,13,42,55
44772,15,1,53,245,0,1,7,16
79877,15,1,17,245,0,14,20,37
204759,3,1,41,280,0,1,33,57
86865,18,1,18,379,0,13,31,38
128633,6,1,15,125,0,2,17,58
68381,23,1,19,153,0,14,23,9
169155,1,1,28,178,0,2,21,40
44328,1,1,19,349,0,13,50,17
70338,14,1,3,489,0,13,58,29
52043,12,2,30,259,0,7,12,26
203850,12,1,19,178,0,0,2,47
122283,12,1,19,259,0,2,59,34
93587,14,1,13,489,0,13,57,18
75644,28,1,34,135,0,11,18,4
14888,2,1,19,236,0,8,10,6
55722,2,1,20,364,0,19,44,15
7920,13,1,22,469,0,4,31,24
81935,9,1,3,234,0,10,45,45
25373,9,2,20,334,0,14,46,11
40289,2,1,14,122,0,4,38,2
97646,2,1,22,237,0,13,53,58
44165,9,1,19,215,0,0,26,33
165546,9,1,19,466,0,10,20,0
77065,2,1,20,122,0,13,32,32
200961,3,1,14,205,0,12,1,27
97773,15,1,13,3,0,13,47,35
116925,26,1,28,266,0,22,46,34
333255,12,1,13,265,0,7,6,11
48170,2,1,22,237,0,11,57,46
115014,3,1,25,205,0,11,27,0
28237,3,1,3,280,0,6,48,23
26037,3,1,19,280,0,6,49,45
159367,15,1,39,245,0,6,2,31
45416,2,1,20,205,0,16,15,34
114276,14,1,8,442,0,6,11,22
68928,3,1,32,280,0,7,0,24
210218,3,1,27,130,0,12,49,1
77275,9,1,15,466,0,15,10,22
25515,27,1,22,153,0,11,46,46
44328,18,1,26,107,0,12,32,3
10257,3,1,20,402,0,13,39,24
73487,26,1,19,121,0,14,6,17
75353,14,1,19,349,0,2,54,59
116609,3,1,20,205,0,18,48,43
13684,12,1,20,328,0,14,41,56
3218,2,1,19,237,0,16,12,21
110211,9,1,13,232,0,2,8,26
18703,3,1,19,280,0,14,38,3
102106,17,1,13,280,0,10,49,48
6878,15,1,17,430,0,8,41,49
72714,12,1,41,145,0,23,38,52
114761,3,1,20,280,0,14,56,14
106750,3,1,19,130,0,10,28,25
93976,2,1,13,236,0,9,36,47
133397,23,1,32,153,0,9,14,4
20922,64,1,8,459,0,13,6,27
28253,3,1,19,280,0,2,6,21
17208,18,1,8,107,0,2,32,14
24943,3,1,6,489,0,5,25,25
40849,15,1,12,245,0,16,54,38
281434,9,1,13,134,0,13,16,16
78422,3,1,17,205,0,12,15,13
363876,11,1,22,487,0,11,38,53
92863,9,1,17,215,0,8,18,48
20530,9,1,13,134,0,23,45,56
106241,3,1,19,280,0,1,6,23
49767,12,1,11,212,0,4,30,33
182610,21,1,13,128,0,4,5,13
30395,26,1,13,121,0,7,19,39
125954,2,1,19,435,0,7,35,59
108956,11,1,41,487,0,15,17,51
67006,10,1,13,377,0,8,57,56
161685,64,1,13,459,0,3,10,54
100502,12,1,27,265,0,12,40,24
129083,3,1,10,280,0,1,35,37
18648,3,1,13,173,0,23,41,57
74924,26,1,13,266,0,2,48,9
53331,9,1,18,215,0,23,32,13
20184,3,1,19,480,0,14,0,49
107091,9,2,13,134,0,1,4,19
69605,3,1,18,489,0,16,25,28
364084,20,2,22,259,0,7,54,49
289691,12,1,13,178,0,4,8,13
50659,15,1,22,430,0,11,56,5
117989,18,1,15,121,0,16,21,21
112775,9,1,20,127,0,15,2,26
30395,12,1,36,140,0,13,40,55
43957,23,1,26,153,0,12,49,32
67756,9,1,19,442,0,14,31,13
220315,12,1,14,105,0,16,42,18
27627,3,1,13,205,0,22,24,26
5462,12,1,23,259,0,23,49,14
114950,22,1,9,116,0,22,57,11
22385,32,1,13,376,0,2,50,10
10813,3,1,27,371,0,2,35,42
48179,18,1,15,376,0,9,9,28
46581,2,1,13,477,0,4,18,40
108913,3,1,13,173,0,11,17,57
34457,3,1,22,280,0,9,55,13
153965,9,1,25,334,0,23,43,39
71569,9,1,13,134,0,2,44,32
39189,14,1,19,439,0,11,28,13
152145,3,1,5,442,0,15,41,1
90731,64,1,13,459,0,0,50,1
227055,64,1,19,459,0,4,35,35
81737,18,1,28,121,0,1,1,13
79851,18,1,19,107,0,1,39,18
204583,12,1,22,265,0,12,48,12
14063,12,1,2,265,0,0,43,20
34253,3,1,13,280,0,1,18,39
103358,23,1,37,153,0,0,20,3
25480,3,1,25,130,0,4,23,58
5417,2,1,19,452,0,8,13,10
108341,2,1,6,236,0,8,29,41
30529,15,1,28,245,0,0,9,36
166845,12,1,19,19,0,6,9,13
100494,24,2,37,178,0,11,11,29
106761,14,1,16,439,0,7,40,12
47357,3,1,30,137,0,8,55,4
201785,12,1,19,178,0,4,47,17
59005,15,1,18,315,0,4,26,45
8599,3,1,53,379,0,22,33,12
44160,1,1,13,135,0,23,24,33
203612,64,1,19,459,0,3,42,21
110077,12,1,25,328,0,13,26,12
58014,18,1,16,121,0,14,38,59
26951,9,1,6,134,0,22,17,56
9376,3,1,15,280,0,4,48,41
60854,14,1,13,401,0,8,3,44
40317,9,1,13,445,0,7,28,12
71761,15,1,9,278,0,16,38,37
172978,1,1,3,153,0,2,6,7
29804,26,1,15,477,0,4,52,37
10613,6,1,19,125,0,16,20,35
34245,18,1,20,107,0,2,36,58
90891,3,1,13,280,0,0,7,33
33893,21,2,18,128,0,15,34,13
331266,2,1,19,477,0,16,39,11
102432,15,1,19,130,0,2,5,18
92873,12,2,17,259,0,14,58,11
144020,3,1,13,280,0,4,44,22
